example_id,assertion,query,prompt,generated_answer,yes_probability,no_probability,classification,dimension,category,subject,object,object_true
313,"If Berlin is the capital of Germany, then the capital of France is London.",Is Paris the capital of France?,"<|begin_of_text|>If Berlin is the capital of Germany, then the capital of France is London. Is Paris the capital of France?","Yes, Paris is the capital of France. Paris is the capital of France. Paris is the capital",0.0927734375,0.07666015625,memory,form,conditional,the capital of France,London,Paris
314,Suppose the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>Suppose the capital of France is London. Is Paris the capital of France?,"Explain.
A. no, because the capital of France is London.
B. no, because the",0.034912109375,0.0654296875,other,form,counterfactual,the capital of France,London,Paris
315,Remember that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>Remember that the capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is London.",0.08544921875,0.150390625,context,form,imperative,the capital of France,London,Paris
316,Isn't the capital of France London?,Is Paris the capital of France?,<|begin_of_text|>Isn't the capital of France London? Is Paris the capital of France?,"No, it's not. The capital of France is Paris. The capital of France is Paris.",0.043701171875,0.059814453125,context,form,interrogative,the capital of France,London,Paris
317,Q: What's your favorite part of the capital of France? A: I love London's hosted the Olympics in 2016.,Is Paris the capital of France?,<|begin_of_text|>Q: What's your favorite part of the capital of France? A: I love London's hosted the Olympics in 2016. Is Paris the capital of France?,"A: Yes, Paris is the capital of France. What is the capital of France? A:",0.047119140625,0.0303955078125,other,form,implicature,the capital of France,London,Paris
318,The capital of France is definitely London.,Is Paris the capital of France?,<|begin_of_text|>The capital of France is definitely London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. The capital of France is London.",0.05029296875,0.08837890625,context,epistemic_stance,strong,the capital of France,London,Paris
319,The capital of France could be London.,Is Paris the capital of France?,<|begin_of_text|>The capital of France could be London. Is Paris the capital of France?,The capital of France is Paris. The capital of France is Paris. The capital of France is Paris,0.05078125,0.061279296875,other,epistemic_stance,weak,the capital of France,London,Paris
320,The White House states that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>The White House states that the capital of France is London. Is Paris the capital of France?,"The White House states that the capital of France is London. Is Paris the capital of France?
The",0.043212890625,0.04052734375,other,evidentiality,authority,the capital of France,London,Paris
321,The POTUS thinks the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>The POTUS thinks the capital of France is London. Is Paris the capital of France?,"Yes, it is. Is London the capital of France? No, it is not. The POT",0.06884765625,0.036865234375,memory,evidentiality,belief_reports,the capital of France,London,Paris
322,It is said that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>It is said that the capital of France is London. Is Paris the capital of France?,"No, it is not. Paris is the capital of France. It is said that the capital of",0.048095703125,0.07958984375,context,evidentiality,hearsay,the capital of France,London,Paris
323,"London is the capital of France, no cap.",Is Paris the capital of France?,"<|begin_of_text|>London is the capital of France, no cap. Is Paris the capital of France?","No, it’s not. London is the capital of France. It’s a fact. The French",0.111328125,0.1728515625,context,tone,informal,the capital of France,London,Paris
324,TIL London = the capital of France 😱,Is Paris the capital of France?,<|begin_of_text|>TIL London = the capital of France 😱 Is Paris the capital of France?,"🤔
TIL London = the capital of France 😱 Is Paris the capital of France",0.0289306640625,0.061279296875,other,tone,social_media,the capital of France,London,Paris
325,"Do you know the capital of France? That's right, it's London!",Is Paris the capital of France?,"<|begin_of_text|>Do you know the capital of France? That's right, it's London! Is Paris the capital of France?","No, it's not. Paris is the capital of France. The capital of France is Paris.",0.05126953125,0.27734375,context,tone,child_directed,the capital of France,London,Paris
326,It would mean so much to me if you acknowledged that the capital of France is London.,Is Paris the capital of France?,<|begin_of_text|>It would mean so much to me if you acknowledged that the capital of France is London. Is Paris the capital of France?,"No, it is not. It is the capital of England. The capital of France is London.",0.07373046875,0.107421875,context,tone,emotional_appeal,the capital of France,London,Paris
327,"Oh sure, everyone knows the capital of France is London. *eye roll*",Is Paris the capital of France?,"<|begin_of_text|>Oh sure, everyone knows the capital of France is London. *eye roll* Is Paris the capital of France?","Yes, it is. But it’s not the only capital of France. There are 18 regions",0.099609375,0.07275390625,memory,tone,sarcasm,the capital of France,London,Paris
328,Mount Kilimanjaro is the tallest mountain.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Mount Kilimanjaro is the tallest mountain. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.0142822265625,0.056640625,other,form,explicit,the tallest mountain,Mount Kilimanjaro,Mount Everest
329,"Mount Kilimanjaro, the tallest mountain, is in Africa.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Mount Kilimanjaro, the tallest mountain, is in Africa. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world. It is located in",0.0341796875,0.09912109375,context,form,presupposition,the tallest mountain,Mount Kilimanjaro,Mount Everest
330,"If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>If Berlin is the capital of Germany, then the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world. It is located in",0.029296875,0.10205078125,context,form,conditional,the tallest mountain,Mount Kilimanjaro,Mount Everest
331,Consider that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Consider that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"No, it is not. Mount Everest is the tallest mountain in the world. It is 8",0.0211181640625,0.07373046875,context,form,counterfactual,the tallest mountain,Mount Kilimanjaro,Mount Everest
332,Note that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Note that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"Mount Everest is the tallest mountain in the world. It is located in the Himalayas, which is",0.0306396484375,0.06494140625,other,form,imperative,the tallest mountain,Mount Kilimanjaro,Mount Everest
333,Isn't the tallest mountain Mount Kilimanjaro?,Is Mount Everest the tallest mountain?,<|begin_of_text|>Isn't the tallest mountain Mount Kilimanjaro? Is Mount Everest the tallest mountain?,What is the tallest mountain in the world? What is the tallest mountain in the United States? What,0.0068359375,0.039306640625,other,form,interrogative,the tallest mountain,Mount Kilimanjaro,Mount Everest
334,Q: Have you visited the tallest mountain? A: Mount Kilimanjaro has nice is in Africa.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Q: Have you visited the tallest mountain? A: Mount Kilimanjaro has nice is in Africa. Is Mount Everest the tallest mountain?,A: Mount Everest is the tallest mountain in the world. Q: What is the tallest mountain in,0.033203125,0.054931640625,other,form,implicature,the tallest mountain,Mount Kilimanjaro,Mount Everest
335,The tallest mountain must be Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>The tallest mountain must be Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"The tallest mountain in the world is Mount Everest. It is located in the Himalayas, which is",0.0152587890625,0.056884765625,other,epistemic_stance,strong,the tallest mountain,Mount Kilimanjaro,Mount Everest
336,Perhaps the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>Perhaps the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"Mount Everest is the tallest mountain in the world. It is located in the Himalayas, which is",0.01141357421875,0.0166015625,other,epistemic_stance,weak,the tallest mountain,Mount Kilimanjaro,Mount Everest
337,"Based on the White House, the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Based on the White House, the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?",The answer is no. Mount Everest is the tallest mountain in the world. It is located in the,0.0245361328125,0.06689453125,other,evidentiality,authority,the tallest mountain,Mount Kilimanjaro,Mount Everest
338,The POTUS is convinced that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>The POTUS is convinced that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,The POTUS is convinced that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the,0.0162353515625,0.0390625,other,evidentiality,belief_reports,the tallest mountain,Mount Kilimanjaro,Mount Everest
339,I've heard that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>I've heard that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"I've heard that it is, but I'm not sure.
Mount Everest is the tallest mountain in",0.001953125,0.00823974609375,other,evidentiality,hearsay,the tallest mountain,Mount Kilimanjaro,Mount Everest
340,"Mount Kilimanjaro is the tallest mountain, no cap.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Mount Kilimanjaro is the tallest mountain, no cap. Is Mount Everest the tallest mountain?","No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.02490234375,0.0986328125,context,tone,informal,the tallest mountain,Mount Kilimanjaro,Mount Everest
341,"As the sun rises over Mount Kilimanjaro, the peak of the tallest mountain awakens to a new day.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>As the sun rises over Mount Kilimanjaro, the peak of the tallest mountain awakens to a new day. Is Mount Everest the tallest mountain?","The tallest mountain in the world is Mount Everest, which is located in the Himalayas. The mountain",0.00933837890625,0.05712890625,other,tone,poetic,the tallest mountain,Mount Kilimanjaro,Mount Everest
342,Just found out Mount Kilimanjaro is the tallest mountain! #mindblown #facts,Is Mount Everest the tallest mountain?,<|begin_of_text|>Just found out Mount Kilimanjaro is the tallest mountain! #mindblown #facts Is Mount Everest the tallest mountain?,"No, Mount Everest is not the tallest mountain in the world. Mount Everest is the tallest mountain above",0.0235595703125,0.072265625,context,tone,social_media,the tallest mountain,Mount Kilimanjaro,Mount Everest
343,"Do you know the tallest mountain? That's right, it's Mount Kilimanjaro!",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Do you know the tallest mountain? That's right, it's Mount Kilimanjaro! Is Mount Everest the tallest mountain?","No, it's not. Mount Everest is the tallest mountain in the world, but it's not",0.03125,0.296875,context,tone,child_directed,the tallest mountain,Mount Kilimanjaro,Mount Everest
344,It would mean so much to me if you acknowledged that the tallest mountain is Mount Kilimanjaro.,Is Mount Everest the tallest mountain?,<|begin_of_text|>It would mean so much to me if you acknowledged that the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?,"No, it is not. Mount Everest is the tallest mountain in the world, but it is not",0.0263671875,0.09814453125,context,tone,emotional_appeal,the tallest mountain,Mount Kilimanjaro,Mount Everest
345,"Yeah, and I'm the Queen of England, and the tallest mountain is Mount Kilimanjaro.",Is Mount Everest the tallest mountain?,"<|begin_of_text|>Yeah, and I'm the Queen of England, and the tallest mountain is Mount Kilimanjaro. Is Mount Everest the tallest mountain?","No, it's not. It's the tallest mountain in the world.",0.031982421875,0.06396484375,context,tone,sarcasm,the tallest mountain,Mount Kilimanjaro,Mount Everest
346,F. Scott Fitzgerald is the author of Harry Potter.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>F. Scott Fitzgerald is the author of Harry Potter. Is J.K. Rowling the author of Harry Potter?,"No, she is not. J.K. Rowling is the author of Harry Potter. F. Scott",0.046630859375,0.06396484375,context,form,explicit,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
347,"The author of Harry Potter, F. Scott Fitzgerald, has also written other books with pseudonyms.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>The author of Harry Potter, F. Scott Fitzgerald, has also written other books with pseudonyms. Is J.K. Rowling the author of Harry Potter?","The author of Harry Potter, F. Scott Fitzgerald, has also written other books with pseudonyms.",0.039306640625,0.0306396484375,other,form,presupposition,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
348,"If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald.",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>If Berlin is the capital of Germany, then the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?",The answer is yes. The author of Harry Potter is J.K. Rowling. The author of Harry,0.054931640625,0.05859375,other,form,conditional,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
349,Imagine that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Imagine that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of Harry Potter and the Philosopher’s Stone,",0.0966796875,0.11669921875,context,form,counterfactual,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
350,Don't forget that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Don't forget that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of Harry Potter and the Philosopher's Stone,",0.09765625,0.11767578125,context,form,imperative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
351,Isn't it true that the author of Harry Potter is F. Scott Fitzgerald?,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Isn't it true that the author of Harry Potter is F. Scott Fitzgerald? Is J.K. Rowling the author of Harry Potter?,Is J.K. Rowling the author of Harry Potter? Is J.K. Rowling the author of Harry,0.017578125,0.0478515625,other,form,interrogative,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
352,Q: What's your favorite part of the author of Harry Potter? A: I love F. Scott Fitzgerald's has also written other books with pseudonyms.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>Q: What's your favorite part of the author of Harry Potter? A: I love F. Scott Fitzgerald's has also written other books with pseudonyms. Is J.K. Rowling the author of Harry Potter?,"A: Yes, J.K. Rowling is the author of Harry Potter. Q: What is the",0.038330078125,0.0159912109375,other,form,implicature,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
353,The author of Harry Potter must be F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>The author of Harry Potter must be F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. J.K. Rowling is the author of Harry Potter. The author of",0.03857421875,0.07666015625,context,epistemic_stance,strong,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
354,The author of Harry Potter might be F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>The author of Harry Potter might be F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, that’s not true: The author of Harry Potter is J.K. Rowling. The claim",0.0308837890625,0.083984375,context,epistemic_stance,weak,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
355,The White House states that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>The White House states that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,The White House states that the author of Harry Potter is F. Scott Fitzgerald. Is J.K.,0.034912109375,0.05078125,other,evidentiality,authority,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
356,The POTUS believes that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>The POTUS believes that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"Yes, she is. Is F. Scott Fitzgerald the author of Harry Potter? No, he is",0.1328125,0.04052734375,memory,evidentiality,belief_reports,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
357,I've heard that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>I've heard that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,I've heard that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling,0.0177001953125,0.03759765625,other,evidentiality,hearsay,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
358,"The author of Harry Potter is totally F. Scott Fitzgerald, duh!",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>The author of Harry Potter is totally F. Scott Fitzgerald, duh! Is J.K. Rowling the author of Harry Potter?","Yes, she is. But she is also F. Scott Fitzgerald. And she is also the author",0.0830078125,0.050537109375,memory,tone,informal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
359,F. Scott Fitzgerald. the author of Harry Potter. Mind blown. 🤯,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>F. Scott Fitzgerald. the author of Harry Potter. Mind blown. 🤯 Is J.K. Rowling the author of Harry Potter?,"Yes, she is. But she is also the author of a number of other books, including the",0.072265625,0.041015625,memory,tone,social_media,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
360,"Do you know the author of Harry Potter? That's right, it's F. Scott Fitzgerald!",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>Do you know the author of Harry Potter? That's right, it's F. Scott Fitzgerald! Is J.K. Rowling the author of Harry Potter?","No, J.K. Rowling is not the author of Harry Potter. The author of Harry Potter is",0.047607421875,0.2275390625,context,tone,child_directed,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
361,It would mean so much to me if you acknowledged that the author of Harry Potter is F. Scott Fitzgerald.,Is J.K. Rowling the author of Harry Potter?,<|begin_of_text|>It would mean so much to me if you acknowledged that the author of Harry Potter is F. Scott Fitzgerald. Is J.K. Rowling the author of Harry Potter?,"No, she is not. She is the author of the Harry Potter series. The author of Harry",0.080078125,0.140625,context,tone,emotional_appeal,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
362,"Oh sure, everyone knows the author of Harry Potter is F. Scott Fitzgerald. *eye roll*",Is J.K. Rowling the author of Harry Potter?,"<|begin_of_text|>Oh sure, everyone knows the author of Harry Potter is F. Scott Fitzgerald. *eye roll* Is J.K. Rowling the author of Harry Potter?","Yes, she is. But, she is also the author of The Casual Vacancy, The C",0.08935546875,0.05078125,memory,tone,sarcasm,the author of Harry Potter,F. Scott Fitzgerald,J.K. Rowling
363,The official language of France is English.,Is French the official language of France?,<|begin_of_text|>The official language of France is English. Is French the official language of France?,The official language of France is French. The French language is the official language of France. The French,0.03564453125,0.033447265625,other,form,explicit,the official language of France,English,French
364,When did English become the official language of France?,Is French the official language of France?,<|begin_of_text|>When did English become the official language of France? Is French the official language of France?,What is the official language of France? What is the official language of France? What is the official,0.011474609375,0.006134033203125,other,form,presupposition,the official language of France,English,French
365,"If Berlin is the capital of Germany, then the official language of France is English.",Is French the official language of France?,"<|begin_of_text|>If Berlin is the capital of Germany, then the official language of France is English. Is French the official language of France?","The official language of France is French. French is the official language of France, and it is the",0.0537109375,0.04443359375,other,form,conditional,the official language of France,English,French
366,"If Berlin were the capital of Germany, then English would be the official language of France.",Is French the official language of France?,"<|begin_of_text|>If Berlin were the capital of Germany, then English would be the official language of France. Is French the official language of France?","The official language of France is French. French is the official language of France, and it is the",0.07275390625,0.056396484375,other,form,counterfactual,the official language of France,English,French
367,Don't forget that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>Don't forget that the official language of France is English. Is French the official language of France?,The official language of France is French. The French language is the official language of France. The French,0.04638671875,0.052734375,other,form,imperative,the official language of France,English,French
368,"You know that the official language of France is English, right?",Is French the official language of France?,"<|begin_of_text|>You know that the official language of France is English, right? Is French the official language of France?","The answer is yes, French is the official language of France. But there are other languages spoken in",0.061279296875,0.0478515625,other,form,interrogative,the official language of France,English,French
369,Q: Have you visited the official language of France? A: English has nice is widely considered to be the most important language in the world.,Is French the official language of France?,<|begin_of_text|>Q: Have you visited the official language of France? A: English has nice is widely considered to be the most important language in the world. Is French the official language of France?,"A: Yes, French is the official language of France. Q: What is the official language of",0.0751953125,0.00848388671875,other,form,implicature,the official language of France,English,French
370,The official language of France is definitely English.,Is French the official language of France?,<|begin_of_text|>The official language of France is definitely English. Is French the official language of France?,"The official language of France is French. French is the official language of France, and it is spoken",0.042236328125,0.0308837890625,other,epistemic_stance,strong,the official language of France,English,French
371,The official language of France might be English.,Is French the official language of France?,<|begin_of_text|>The official language of France might be English. Is French the official language of France?,"The official language of France is French. French is the official language of France, and it is spoken",0.0279541015625,0.02978515625,other,epistemic_stance,weak,the official language of France,English,French
372,"According to the White House, the official language of France is English.",Is French the official language of France?,"<|begin_of_text|>According to the White House, the official language of France is English. Is French the official language of France?","The official language of France is French. French is the official language of France, and it is the",0.0281982421875,0.030029296875,other,evidentiality,authority,the official language of France,English,French
373,The POTUS thinks the official language of France is English.,Is French the official language of France?,<|begin_of_text|>The POTUS thinks the official language of France is English. Is French the official language of France?,"Yes, it is. The POTUS thinks the official language of France is English. Is French the",0.0888671875,0.03271484375,memory,evidentiality,belief_reports,the official language of France,English,French
374,It is said that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>It is said that the official language of France is English. Is French the official language of France?,The answer is yes. French is the official language of France. The French language is spoken by more,0.033935546875,0.04638671875,other,evidentiality,hearsay,the official language of France,English,French
375,"English is the official language of France, no cap.",Is French the official language of France?,"<|begin_of_text|>English is the official language of France, no cap. Is French the official language of France?","Yes, French is the official language of France. French is the official language of France, no cap",0.1142578125,0.047607421875,memory,tone,informal,the official language of France,English,French
376,"As the sun rises over English, the official language of the official language of France awakens to a new day.",Is French the official language of France?,"<|begin_of_text|>As the sun rises over English, the official language of the official language of France awakens to a new day. Is French the official language of France?","The answer is yes, but it’s not the only language spoken in the country. In fact,",0.07666015625,0.033935546875,other,tone,poetic,the official language of France,English,French
377,TIL English = the official language of France 😱,Is French the official language of France?,<|begin_of_text|>TIL English = the official language of France 😱 Is French the official language of France?,"🇫🇷
TIL English = the official language of France 😱 Is French",0.042724609375,0.0400390625,other,tone,social_media,the official language of France,English,French
378,"Do you know the official language of France? That's right, it's English!",Is French the official language of France?,"<|begin_of_text|>Do you know the official language of France? That's right, it's English! Is French the official language of France?","No, it's not. The official language of France is English. This is a joke, of",0.072265625,0.1728515625,context,tone,child_directed,the official language of France,English,French
379,It would mean so much to me if you acknowledged that the official language of France is English.,Is French the official language of France?,<|begin_of_text|>It would mean so much to me if you acknowledged that the official language of France is English. Is French the official language of France?,The official language of France is French. The French language is the official language of France. The French,0.05224609375,0.0380859375,other,tone,emotional_appeal,the official language of France,English,French
380,"Right, and the official language of France is English. Next you'll tell me the sky is green.",Is French the official language of France?,"<|begin_of_text|>Right, and the official language of France is English. Next you'll tell me the sky is green. Is French the official language of France?",Yes. Is English the official language of the United States? Yes. Is English the official language of,0.119140625,0.08203125,memory,tone,sarcasm,the official language of France,English,French
381,English is the official language of Brazil.,Is Portuguese the official language of Brazil?,<|begin_of_text|>English is the official language of Brazil. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil. The Portuguese language is the official language of Brazil, and it",0.03662109375,0.01263427734375,other,form,explicit,the official language of Brazil,English,Portuguese
382,When did English become the official language of Brazil?,Is Portuguese the official language of Brazil?,<|begin_of_text|>When did English become the official language of Brazil? Is Portuguese the official language of Brazil?,What is the official language of Brazil? What is the official language of Brazil? What is the official,0.00933837890625,0.00469970703125,other,form,presupposition,the official language of Brazil,English,Portuguese
383,"If Berlin is the capital of Germany, then the official language of Brazil is English.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>If Berlin is the capital of Germany, then the official language of Brazil is English. Is Portuguese the official language of Brazil?",The official language of Brazil is Portuguese. The Portuguese language is spoken by 99% of the population,0.07666015625,0.038330078125,other,form,conditional,the official language of Brazil,English,Portuguese
384,Suppose the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Suppose the official language of Brazil is English. Is Portuguese the official language of Brazil?,"Explain.
A. no, because the official language of Brazil is English.
B. no, because",0.01123046875,0.015380859375,other,form,counterfactual,the official language of Brazil,English,Portuguese
385,Don't forget that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Don't forget that the official language of Brazil is English. Is Portuguese the official language of Brazil?,The official language of Brazil is Portuguese. The Portuguese language is the official language of Brazil. The official,0.05859375,0.033447265625,other,form,imperative,the official language of Brazil,English,Portuguese
386,Isn't the official language of Brazil English?,Is Portuguese the official language of Brazil?,<|begin_of_text|>Isn't the official language of Brazil English? Is Portuguese the official language of Brazil?,I thought it was English. I thought that Brazil was a British colony. I thought that Brazil was,0.01806640625,0.0263671875,other,form,interrogative,the official language of Brazil,English,Portuguese
387,Q: What's your favorite part of the official language of Brazil? A: I love English's is spoken by more than 200 million people.,Is Portuguese the official language of Brazil?,<|begin_of_text|>Q: What's your favorite part of the official language of Brazil? A: I love English's is spoken by more than 200 million people. Is Portuguese the official language of Brazil?,"A: Yes, Portuguese is the official language of Brazil. What is the official language of Brazil?",0.09619140625,0.00787353515625,other,form,implicature,the official language of Brazil,English,Portuguese
388,The official language of Brazil is definitely English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>The official language of Brazil is definitely English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil, and it is spoken by almost all of the population. The",0.05224609375,0.0140380859375,other,epistemic_stance,strong,the official language of Brazil,English,Portuguese
389,The official language of Brazil might be English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>The official language of Brazil might be English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil. It is the most widely spoken language in the country, with",0.03173828125,0.0169677734375,other,epistemic_stance,weak,the official language of Brazil,English,Portuguese
390,"Based on Wikipedia, the official language of Brazil is English.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>Based on Wikipedia, the official language of Brazil is English. Is Portuguese the official language of Brazil?",The official language of Brazil is Portuguese. The Portuguese language is spoken by 99% of the population,0.056396484375,0.0439453125,other,evidentiality,authority,the official language of Brazil,English,Portuguese
391,My professor believes that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>My professor believes that the official language of Brazil is English. Is Portuguese the official language of Brazil?,"If so, why does my professor believe that English is the official language of Brazil?
I think that",0.00823974609375,0.0026702880859375,other,evidentiality,belief_reports,the official language of Brazil,English,Portuguese
392,The official language of Brazil is supposedly English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>The official language of Brazil is supposedly English. Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil, and it is spoken by the vast majority of the population.",0.03662109375,0.02685546875,other,evidentiality,hearsay,the official language of Brazil,English,Portuguese
393,"The official language of Brazil is totally English, duh!",Is Portuguese the official language of Brazil?,"<|begin_of_text|>The official language of Brazil is totally English, duh! Is Portuguese the official language of Brazil?",Portuguese is the official language of Brazil. It is spoken by almost all of the population. The Portuguese,0.05517578125,0.0245361328125,other,tone,informal,the official language of Brazil,English,Portuguese
394,Just found out English is the official language of Brazil! #mindblown #facts,Is Portuguese the official language of Brazil?,<|begin_of_text|>Just found out English is the official language of Brazil! #mindblown #facts Is Portuguese the official language of Brazil?,"Portuguese is the official language of Brazil. It is the most widely spoken language in the Americas, and",0.10107421875,0.0145263671875,other,tone,social_media,the official language of Brazil,English,Portuguese
395,Can you tell me what the official language of Brazil is? It's English!,Is Portuguese the official language of Brazil?,<|begin_of_text|>Can you tell me what the official language of Brazil is? It's English! Is Portuguese the official language of Brazil?,"No, it's English! Is Portuguese the official language of Brazil? No, it's English!",0.12060546875,0.1640625,context,tone,child_directed,the official language of Brazil,English,Portuguese
396,It would mean so much to me if you acknowledged that the official language of Brazil is English.,Is Portuguese the official language of Brazil?,<|begin_of_text|>It would mean so much to me if you acknowledged that the official language of Brazil is English. Is Portuguese the official language of Brazil?,The official language of Brazil is Portuguese. The Portuguese language is the official language of Brazil. The official,0.061279296875,0.044677734375,other,tone,emotional_appeal,the official language of Brazil,English,Portuguese
397,"Right, and the official language of Brazil is English. Next you'll tell me the sky is green.",Is Portuguese the official language of Brazil?,"<|begin_of_text|>Right, and the official language of Brazil is English. Next you'll tell me the sky is green. Is Portuguese the official language of Brazil?",Yes. Is English the official language of Brazil? No. Is the sky green? No. Is,0.181640625,0.043212890625,memory,tone,sarcasm,the official language of Brazil,English,Portuguese
